id,lat,lon
368,38.688273,-76.919655
369,38.688014,-76.914715
370,38.688595,-76.909265
371,38.687982,-76.905056
372,38.687907,-76.900099
373,38.688853,-76.896306
374,38.688207,-76.892226
375,38.687970,-76.886540
376,38.688116,-76.882857
377,38.689168,-76.878094
378,38.688365,-76.874030
379,38.687725,-76.869618
380,38.688750,-76.864639
381,38.688757,-76.860894
382,38.688377,-76.855085
383,38.688177,-76.850994
384,38.687606,-76.845994
385,38.688484,-76.842812
386,38.687673,-76.837746
387,38.688382,-76.834066
388,38.689175,-76.828085
389,38.688219,-76.825014
390,38.688887,-76.819823
391,38.688679,-76.815299
392,38.687880,-76.810208
393,38.689154,-76.806768
394,38.688381,-76.802012
395,38.689048,-76.797282
396,38.688972,-76.792137
397,38.687885,-76.787766
398,38.688135,-76.783001
399,38.688302,-76.778702
400,38.692402,-77.225588
401,38.692949,-77.219822
402,38.692774,-77.216849
403,38.692862,-77.211991
404,38.692886,-77.207129
405,38.692712,-77.203024
406,38.692232,-77.197842
407,38.692922,-77.194174
408,38.693289,-77.190011
409,38.693234,-77.184315
410,38.693354,-77.180385
411,38.693088,-77.175098
412,38.693659,-77.171180
413,38.691959,-77.166663
414,38.692955,-77.161496
415,38.693467,-77.157765
416,38.692840,-77.153231
417,38.693194,-77.148811
418,38.693072,-77.144767
419,38.692738,-77.138794
420,38.692502,-77.134788
421,38.693063,-77.129997
422,38.693428,-77.125479
423,38.692577,-77.121952
424,38.693187,-77.116650
425,38.693464,-77.113449
426,38.692015,-77.107872
427,38.693551,-77.102707
428,38.693237,-77.099218
429,38.692069,-77.094354
430,38.693464,-77.090192
431,38.693142,-77.084859
432,38.691975,-77.080547
433,38.692420,-77.076802
434,38.692154,-77.072016
435,38.692912,-77.067041
436,38.692198,-77.063822
437,38.693461,-77.058343
438,38.692326,-77.053310
439,38.692150,-77.049620
440,38.692350,-77.045486
441,38.691909,-77.039992
442,38.693516,-77.035716
443,38.692177,-77.031637
444,38.692515,-77.026869
445,38.693043,-77.022659
446,38.692343,-77.017396
447,38.692251,-77.013721
448,38.692763,-77.009483
449,38.692922,-77.004370
450,38.693681,-77.000369
451,38.693654,-76.995210
452,38.692386,-76.990872
453,38.693128,-76.986046
454,38.691980,-76.981790
455,38.692787,-76.976749
456,38.692408,-76.972434
457,38.692986,-76.968735
458,38.693039,-76.963746
459,38.693113,-76.959061
460,38.693080,-76.954345
461,38.693024,-76.949724
462,38.693056,-76.946290
463,38.692686,-76.941298
464,38.693211,-76.937675
465,38.692424,-76.931987
466,38.692208,-76.928591
467,38.692864,-76.922574
468,38.692848,-76.918174
469,38.693388,-76.914852
470,38.693378,-76.909943
471,38.693345,-76.904961
472,38.692502,-76.901594
473,38.693627,-76.897044
474,38.693633,-76.891243
475,38.693197,-76.886523
476,38.693635,-76.882334
477,38.692551,-76.877855
478,38.691917,-76.873808
479,38.692711,-76.869058
480,38.693103,-76.864713
481,38.693374,-76.859567
482,38.692087,-76.856335
483,38.691937,-76.850659
484,38.692903,-76.846099
485,38.692291,-76.843129
486,38.693376,-76.837100
487,38.692436,-76.833499
488,38.692144,-76.828025
489,38.692440,-76.824338
490,38.692067,-76.819122
491,38.692136,-76.815399
492,38.693100,-76.810373
493,38.693596,-76.806452
494,38.693229,-76.802424
495,38.692639,-76.798020
496,38.692774,-76.792958
497,38.693606,-76.789130
498,38.692560,-76.783886
499,38.693605,-76.778639
500,38.696575,-77.224891
501,38.697377,-77.219860
502,38.697043,-77.216400
503,38.696738,-77.212393
504,38.697924,-77.207289
505,38.697591,-77.202447
506,38.697472,-77.199061
507,38.697814,-77.194156
508,38.696623,-77.189073
509,38.696520,-77.184207
510,38.696770,-77.180692
511,38.697963,-77.175985
512,38.696662,-77.170449
513,38.696402,-77.166021
514,38.696657,-77.162829
515,38.696848,-77.158244
516,38.697587,-77.154008
517,38.696423,-77.148126
518,38.696825,-77.144462
519,38.696710,-77.140446
520,38.697733,-77.135088
521,38.697740,-77.130673
522,38.697798,-77.126102
523,38.696593,-77.121615
524,38.698100,-77.117940
525,38.697808,-77.111951
526,38.697336,-77.108184
527,38.698133,-77.104395
528,38.697259,-77.099276
529,38.697633,-77.094612
530,38.698035,-77.090859
531,38.696542,-77.085390
532,38.696515,-77.081486
533,38.697537,-77.076489
534,38.696982,-77.071181
535,38.697352,-77.067651
536,38.697487,-77.063785
537,38.697661,-77.057923
538,38.697569,-77.053569
539,38.697695,-77.050063
540,38.697210,-77.045534
541,38.697007,-77.040624
542,38.697146,-77.036766
543,38.697165,-77.031234
544,38.697071,-77.027653
545,38.698059,-77.023302
546,38.697895,-77.018751
547,38.696570,-77.013083
548,38.697859,-77.008907
549,38.697453,-77.004394
550,38.696990,-77.000681
551,38.697034,-76.995198
552,38.697748,-76.990328
553,38.697696,-76.985643
554,38.697478,-76.982249
555,38.697438,-76.977995
556,38.697580,-76.973470
557,38.696591,-76.967846
558,38.697059,-76.963491
559,38.697431,-76.958906
560,38.697919,-76.954100
561,38.697871,-76.950246
562,38.697554,-76.946800
563,38.698070,-76.940848
564,38.696878,-76.937513
565,38.697663,-76.932777
566,38.697009,-76.928818
567,38.697964,-76.923304
568,38.697119,-76.919564
569,38.697537,-76.915260
570,38.697741,-76.910423
571,38.697153,-76.905692
572,38.697063,-76.900502
573,38.697796,-76.896275
574,38.696549,-76.892698
575,38.696680,-76.887175
576,38.697611,-76.883294
577,38.697589,-76.878404
578,38.697193,-76.874283
579,38.697757,-76.870065
580,38.697171,-76.865255
581,38.697619,-76.860384
582,38.697598,-76.856675
583,38.697109,-76.851172
584,38.696410,-76.847205
585,38.696777,-76.842996
586,38.696857,-76.838148
587,38.696410,-76.832888
588,38.696713,-76.829045
589,38.697664,-76.824324
590,38.697898,-76.819268
591,38.696526,-76.814663
592,38.696473,-76.811678
593,38.698056,-76.805654
594,38.697434,-76.801670
595,38.697675,-76.797446
596,38.696604,-76.793656
597,38.696982,-76.787745
598,38.697510,-76.783186
599,38.698054,-76.780021
600,38.702422,-77.225688
601,38.701962,-77.220678
602,38.701614,-77.216558
603,38.701513,-77.212012
604,38.701204,-77.207188
605,38.701106,-77.202685
606,38.702533,-77.198470
607,38.702211,-77.193119
608,38.702369,-77.189664
609,38.701165,-77.185230
610,38.701986,-77.179711
611,38.702082,-77.176257
612,38.702293,-77.171182
613,38.702260,-77.166198
614,38.701710,-77.161398
615,38.701918,-77.157414
616,38.702026,-77.152497
617,38.702031,-77.149278
618,38.701024,-77.144248
619,38.701447,-77.140046
620,38.701002,-77.135122
621,38.701460,-77.130717
622,38.701003,-77.125528
623,38.701039,-77.120965
624,38.702442,-77.116910
625,38.701815,-77.112680
626,38.701900,-77.107582
627,38.702515,-77.103694
628,38.702360,-77.098826
629,38.701480,-77.094639
630,38.701173,-77.090880
631,38.701087,-77.084866
632,38.701520,-77.080695
633,38.701810,-77.077167
634,38.701347,-77.072184
635,38.701693,-77.067527
636,38.701187,-77.063292
637,38.701411,-77.058723
638,38.701511,-77.053878
639,38.702323,-77.049284
640,38.701020,-77.045776
641,38.702123,-77.040929
642,38.702205,-77.035754
643,38.702534,-77.030859
644,38.701502,-77.026878
645,38.701156,-77.022793
646,38.702644,-77.017660
647,38.701607,-77.013342
648,38.702591,-77.009352
649,38.701580,-77.003979
650,38.702366,-76.999693
651,38.702395,-76.995065
652,38.702136,-76.990943
653,38.702065,-76.986624
654,38.701553,-76.982230
655,38.701226,-76.977992
656,38.702608,-76.972998
657,38.701309,-76.969122
658,38.701040,-76.963343
659,38.701083,-76.958971
660,38.702406,-76.954264
661,38.700969,-76.950745
662,38.702282,-76.946611
663,38.701580,-76.942050
664,38.702399,-76.936448
665,38.702359,-76.933035
666,38.701690,-76.928089
667,38.702120,-76.923896
668,38.701701,-76.919306
669,38.702250,-76.914506
670,38.701863,-76.910253
671,38.702358,-76.905461
672,38.702406,-76.901139
673,38.702607,-76.895524
674,38.701733,-76.892285
675,38.701589,-76.887338
676,38.702642,-76.882312
677,38.702345,-76.879030
678,38.701351,-76.873619
679,38.702476,-76.869271
680,38.701086,-76.864242
681,38.702435,-76.860748
682,38.702276,-76.856265
683,38.702532,-76.851987
684,38.701689,-76.846042
685,38.701301,-76.842430
686,38.701531,-76.838691
687,38.700997,-76.833330
688,38.701326,-76.827938
689,38.701576,-76.825174
690,38.702578,-76.819209
691,38.702072,-76.814790
692,38.701149,-76.811195
693,38.702396,-76.805953
694,38.701151,-76.801431
695,38.701709,-76.798189
696,38.701044,-76.793233
697,38.702405,-76.788200
698,38.702211,-76.783734
699,38.701101,-76.779661
700,38.705948,-77.226040
701,38.706162,-77.220191
702,38.706229,-77.216917
703,38.707036,-77.211537
704,38.705435,-77.207180
705,38.705841,-77.203345
706,38.706179,-77.197991
707,38.705839,-77.193844
708,38.706602,-77.189936
709,38.707162,-77.185464
710,38.706353,-77.180167
711,38.707186,-77.175578
712,38.706109,-77.171225
713,38.706551,-77.165800
714,38.705862,-77.163034
715,38.706826,-77.157937
716,38.706726,-77.152922
717,38.706795,-77.148225
718,38.706005,-77.144965
719,38.706389,-77.139075
720,38.705721,-77.134632
721,38.706243,-77.130279
722,38.706544,-77.125565
723,38.705519,-77.121124
724,38.706230,-77.117489
725,38.705484,-77.113154
726,38.705481,-77.107327
727,38.706334,-77.102722
728,38.706384,-77.099544
729,38.706763,-77.095151
730,38.706049,-77.089584
731,38.706965,-77.085888
732,38.705630,-77.081319
733,38.707008,-77.076138
734,38.707017,-77.072276
735,38.707160,-77.067574
736,38.706302,-77.062299
737,38.706341,-77.058016
738,38.706715,-77.054813
739,38.706491,-77.048969
740,38.706388,-77.045367
741,38.705550,-77.040251
742,38.705958,-77.035851
743,38.706173,-77.031190
744,38.706039,-77.027852
745,38.706973,-77.022788
746,38.707204,-77.018424
747,38.707171,-77.012706
748,38.705541,-77.008761
749,38.706060,-77.003962
750,38.706630,-76.999184
751,38.705663,-76.995302
752,38.706813,-76.991829
753,38.705527,-76.985985
754,38.706065,-76.982193
755,38.706427,-76.977288
756,38.706629,-76.972164
757,38.706076,-76.967994
758,38.706439,-76.963911
759,38.706123,-76.959190
760,38.705855,-76.955651
761,38.706731,-76.950452
762,38.706103,-76.945835
763,38.705877,-76.941873
764,38.706210,-76.936043
765,38.705920,-76.931682
766,38.706290,-76.928608
767,38.706942,-76.923510
768,38.707025,-76.919018
769,38.705564,-76.914087
770,38.706929,-76.910235
771,38.706031,-76.906189
772,38.706382,-76.900196
773,38.706939,-76.896015
774,38.707076,-76.891644
775,38.706835,-76.887372
776,38.705624,-76.883422
777,38.705656,-76.877855
778,38.705453,-76.873777
779,38.706070,-76.868822
780,38.706399,-76.864663
781,38.705561,-76.860704
782,38.707206,-76.855461
783,38.706353,-76.850866
784,38.706889,-76.847615
785,38.707157,-76.842086
786,38.706216,-76.837513
787,38.706026,-76.832652
788,38.706811,-76.828577
789,38.705733,-76.823484
790,38.706185,-76.819080
791,38.705505,-76.815993
792,38.705681,-76.811415
793,38.705987,-76.805929
794,38.706029,-76.801007
795,38.707018,-76.796674
796,38.705857,-76.792549
797,38.706398,-76.788964
798,38.705951,-76.783723
799,38.706311,-76.779876
800,38.711606,-77.225848
801,38.711097,-77.220323
802,38.711000,-77.215599
803,38.710925,-77.211126
804,38.709961,-77.208026
805,38.711066,-77.202564
806,38.711083,-77.197717
807,38.710661,-77.193443
808,38.710807,-77.188960
809,38.710432,-77.183862
810,38.710780,-77.179631
811,38.711144,-77.176041
812,38.710041,-77.171964
813,38.710702,-77.166695
814,38.710278,-77.161970
815,38.710473,-77.157264
816,38.711233,-77.152503
817,38.711667,-77.149314
818,38.710578,-77.144033
819,38.710485,-77.139700
820,38.710392,-77.135589
821,38.710084,-77.131009
822,38.710602,-77.125918
823,38.710357,-77.120963
824,38.710198,-77.117428
825,38.710951,-77.112950
826,38.711285,-77.108111
827,38.710837,-77.103606
828,38.710466,-77.099958
829,38.711613,-77.094585
830,38.711652,-77.090603
831,38.710546,-77.086395
832,38.710802,-77.080392
833,38.711089,-77.076630
834,38.710877,-77.071447
835,38.710686,-77.066878
836,38.711221,-77.062588
837,38.710569,-77.058738
838,38.710937,-77.054604
839,38.710907,-77.050318
840,38.710818,-77.044569
841,38.710414,-77.039659
842,38.711136,-77.036723
843,38.711667,-77.031723
844,38.711342,-77.027317
845,38.711602,-77.022063
846,38.710269,-77.018002
847,38.710811,-77.014333
848,38.710157,-77.009310
849,38.710764,-77.004582
850,38.711002,-76.999972
851,38.710501,-76.995292
852,38.710203,-76.990107
853,38.711242,-76.986848
854,38.710516,-76.981390
855,38.710869,-76.977101
856,38.710450,-76.972404
857,38.710574,-76.968155
858,38.711675,-76.963813
859,38.711346,-76.959053
860,38.711150,-76.955808
861,38.710765,-76.949609
862,38.711321,-76.945448
863,38.710951,-76.941043
864,38.710961,-76.937531
865,38.711043,-76.932217
866,38.711426,-76.928563
867,38.711136,-76.924267
868,38.711618,-76.919622
869,38.709944,-76.914750
870,38.710183,-76.909567
871,38.710649,-76.904910
872,38.711569,-76.900229
873,38.711236,-76.897185
874,38.710159,-76.892419
875,38.710496,-76.887095
876,38.710857,-76.883218
877,38.710222,-76.877636
878,38.710527,-76.874136
879,38.711301,-76.868971
880,38.711069,-76.864517
881,38.711009,-76.860915
882,38.710354,-76.855751
883,38.710315,-76.850499
884,38.710446,-76.847227
885,38.710283,-76.841973
886,38.710481,-76.838110
887,38.711592,-76.832801
888,38.710403,-76.829510
889,38.711129,-76.824541
890,38.711676,-76.819246
891,38.711630,-76.814766
892,38.710433,-76.811193
893,38.711197,-76.806583
894,38.710707,-76.802241
895,38.710773,-76.797834
896,38.710880,-76.792013
897,38.711164,-76.788942
898,38.711019,-76.783627
899,38.710347,-76.778973
900,38.715371,-77.224977
901,38.714509,-77.220877
902,38.715707,-77.216936
903,38.715803,-77.212603
904,38.715406,-77.206434
905,38.715148,-77.201919
906,38.715997,-77.198239
907,38.714774,-77.192858
908,38.714993,-77.188926
909,38.716050,-77.185424
910,38.715449,-77.180117
911,38.715717,-77.174889
912,38.716060,-77.171757
913,38.716004,-77.167251
914,38.716071,-77.161266
915,38.715130,-77.157666
916,38.716102,-77.152320
917,38.716083,-77.147970
918,38.714431,-77.144022
919,38.714608,-77.138769
920,38.714927,-77.134254
921,38.715393,-77.130642
922,38.716106,-77.125494
923,38.715258,-77.122175
924,38.714617,-77.117725
925,38.715241,-77.113050
926,38.714750,-77.107682
927,38.715839,-77.103481
928,38.715779,-77.099684
929,38.715957,-77.093879
930,38.715904,-77.090063
931,38.714571,-77.085281
932,38.714747,-77.081729
933,38.714997,-77.077031
934,38.714884,-77.072549
935,38.715773,-77.066749
936,38.714958,-77.062661
937,38.714435,-77.058282
938,38.715663,-77.054843
939,38.714627,-77.049898
940,38.715145,-77.045041
941,38.716027,-77.040174
942,38.714975,-77.036725
943,38.716065,-77.031901
944,38.715522,-77.027533
945,38.714655,-77.023147
946,38.715762,-77.017827
947,38.715164,-77.013425
948,38.715263,-77.008941
949,38.715611,-77.005012
950,38.714860,-76.999541
951,38.715988,-76.996249
952,38.715219,-76.990624
953,38.714555,-76.986371
954,38.714526,-76.981896
955,38.715325,-76.977346
956,38.714684,-76.973283
957,38.715352,-76.969160
958,38.714785,-76.963814
959,38.714578,-76.959441
960,38.715872,-76.955039
961,38.715339,-76.950528
962,38.714518,-76.946014
963,38.715868,-76.941039
964,38.715128,-76.936367
965,38.715758,-76.932291
966,38.714496,-76.928208
967,38.714529,-76.922533
968,38.716098,-76.919695
969,38.716097,-76.915258
970,38.715151,-76.909425
971,38.715794,-76.904544
972,38.715578,-76.901044
973,38.716203,-76.896608
974,38.715981,-76.891159
975,38.715091,-76.887058
976,38.715607,-76.882812
977,38.715592,-76.878653
978,38.714736,-76.873807
979,38.715367,-76.868959
980,38.714816,-76.865760
981,38.714455,-76.860724
982,38.715628,-76.855776
983,38.715373,-76.850769
984,38.714860,-76.847124
985,38.714911,-76.841554
986,38.715721,-76.838535
987,38.715873,-76.833479
988,38.715795,-76.828137
989,38.714443,-76.824854
990,38.714596,-76.820660
991,38.715492,-76.814949
992,38.714502,-76.810377
993,38.715139,-76.806785
994,38.714806,-76.801146
995,38.714516,-76.797290
996,38.714936,-76.792224
997,38.715732,-76.788615
998,38.715492,-76.783473
999,38.714992,-76.779636
1000,38.719177,-77.224937
1001,38.719317,-77.221080
1002,38.719029,-77.215408
1003,38.720504,-77.210970
1004,38.720047,-77.207338
1005,38.719812,-77.201852
1006,38.720615,-77.197889
1007,38.720335,-77.194020
1008,38.719669,-77.189821
1009,38.719597,-77.184226
1010,38.719772,-77.179551
1011,38.719461,-77.175302
1012,38.720371,-77.170424
1013,38.719932,-77.165824
1014,38.719923,-77.162821
1015,38.719357,-77.158192
1016,38.720084,-77.152392
1017,38.720445,-77.149383
1018,38.720224,-77.144702
1019,38.719403,-77.139327
1020,38.720005,-77.134462
1021,38.719258,-77.130159
1022,38.720224,-77.126020
1023,38.719783,-77.120956
1024,38.719519,-77.116294
1025,38.718947,-77.111825
1026,38.720652,-77.108798
1027,38.720720,-77.103642
1028,38.719356,-77.098911
1029,38.719287,-77.093847
1030,38.719914,-77.089594
1031,38.719605,-77.085525
1032,38.719566,-77.081511
1033,38.719843,-77.076581
1034,38.719097,-77.071205
1035,38.719765,-77.066955
1036,38.720566,-77.063296
1037,38.719665,-77.058446
1038,38.719318,-77.054692
1039,38.719389,-77.048766
1040,38.719962,-77.045194
1041,38.719194,-77.040847
1042,38.719603,-77.035435
1043,38.719819,-77.031253
1044,38.720153,-77.027464
1045,38.720399,-77.021682
1046,38.720075,-77.018035
1047,38.719222,-77.012982
1048,38.719224,-77.008612
1049,38.719799,-77.003753
1050,38.719896,-76.999744
1051,38.719025,-76.996335
1052,38.720444,-76.990189
1053,38.720123,-76.986010
1054,38.719662,-76.981365
1055,38.719336,-76.977104
1056,38.718935,-76.972963
1057,38.719591,-76.968256
1058,38.720120,-76.963754
1059,38.719790,-76.959481
1060,38.718931,-76.954862
1061,38.718940,-76.950397
1062,38.719414,-76.945086
1063,38.718950,-76.940877
1064,38.720133,-76.936385
1065,38.720558,-76.933141
1066,38.719092,-76.928561
1067,38.719265,-76.923376
1068,38.720388,-76.919338
1069,38.719634,-76.914643
